leagueid,awaygoals,awaygoalsplayer,awayassistplayer,awaycardsyellow,awaycardsred,awaycardsyellowred,awaysubstitution,awayteam,awaypossession,awayshotsontarge,awaycorners,awayfouls,awaygoliesaves,dategame,shortdate,season,homegoal,homegoalsplayer,homeassistplayer,homecardsyellow,homecardsred,homecardsyellowred,homesubstitution,hometeam,homepossession,homeshotsontarget,homecorners,homefouls,homegoliesaves,matchweek,attendance
LALIGA,3,"{'Juncosa':'31''','Carlsson':'15'',83'''}",,,,,,Atlético,,,,,,-571276800000,1951-11-25,1951/1952,7,"{'Panizo':'30''','Zarra':'43''','Piru Gainza':'59''','Iriondo':'78'',80''','Venancio':'13'',71'''}",,,,,,Athletic,,,,,,12
LALIGA,1,{'Arsenio Iglesias':'55'''},,,,,,Deportivo,,,,,,-562204800000,1952-03-09,1951/1952,4,"{'Tini':'14'',35'',60''','Artetxe':'43'''}",,,,,,Athletic,,,,,,26
LALIGA,1,{'Molowny':'30'''},,,,,,Real Madrid,,,,,,-566438400000,1952-01-20,1951/1952,1,{'Tini':'24'''},,,,,,Athletic,,,,,,19
LALIGA,1,{'Marcet':'30'''},,,,,,Espanyol,,,,,,-562809600000,1952-03-02,1951/1952,2,"{'Panizo':'27''','Venancio':'51'''}",,,,,,Athletic,,,,,,25
LALIGA,2,"{'Atienza':'11'',68'''}",,,,,,Celta,,,,,,-575510400000,1951-10-07,1951/1952,4,"{'Venancio':'31''','Artetxe':'15'',61'''}",,,,,,Athletic,,,,,,5
LALIGA,1,{'Basabe':'55'''},,,,,,R. Sociedad,,,,,,-559180800000,1952-04-13,1951/1952,4,"{'Tini':'43'',88''','Iriondo':'80''','Piru Gainza':'3'''}",,,,,,Athletic,,,,,,30
LALIGA,1,{'Rosendo Hernández':'75'''},,,,,,Real Zaragoza,,,,,,-576720000000,1951-09-23,1951/1952,10,"{'Panizo':'7'',11'',60'',79''','Gárate':'6'',41''','Piru Gainza':'59'',76''','Manolín':'52''','Venancio':'57'''}",,,,,,Athletic,,,,,,3
LALIGA,1,{'Echeveste':'6'''},,,,,,Racing,,,,,,-565228800000,1952-02-03,1951/1952,0,,,,,,,Athletic,,,,,,21
LALIGA,3,"{'E. Basora':'49'',87''','J. Vila':'63'''}",,,,,,Barcelona,,,,,,-567648000000,1952-01-06,1951/1952,0,,,,,,,Athletic,,,,,,17
LALIGA,0,,,,,,,Sevilla,,,,,,-574300800000,1951-10-21,1951/1952,2,{'Artetxe':'69'''},,,,,,Athletic,,,,,,7
LALIGA,1,{'Chicha':'26'''},,,,,,Tetuán,,,,,,-573091200000,1951-11-04,1951/1952,3,"{'Venancio':'9''','Zarra':'24'',71'''}",,,,,,Athletic,,,,,,9
LALIGA,2,"{'Cholo Dindurra':'16''','Prendes':'69'''}",,,,,,Sporting,,,,,,-577929600000,1951-09-09,1951/1952,4,"{'Venancio':'17'',68''','Arieta':'63'',65'''}",,,,,,Athletic,,,,,,1
LALIGA,0,,,,,,,Las Palmas,,,,,,-564019200000,1952-02-17,1951/1952,7,"{'Venancio':'9'',25'',26'',60''','Gárate':'8'',23''','Artetxe':'65'''}",,,,,,Athletic,,,,,,23
LALIGA,2,"{'Tini':'49'',53'''}",,,,,,Athletic,,,,,,-561600000000,1952-03-16,1951/1952,1,{'Méndez':'65'''},,,,,,Atlético,,,,,,27
LALIGA,0,,,,,,,Valencia,,,,,,-560995200000,1952-03-23,1951/1952,2,"{'Panizo':'84''','Venancio':'19'''}",,,,,,Athletic,,,,,,28
LALIGA,1,{'Nicolau':'11'''},,,{'Martín':'78'''},,,Barcelona,,,,,,-576720000000,1951-09-23,1951/1952,1,{'Juncosa':'21'''},,,,,,Atlético,,,,,,3
LALIGA,3,"{'Marcet':'75''','Arcas':'28''','Egea':'14'''}",,,,,,Espanyol,,,,,,-571881600000,1951-11-18,1951/1952,3,"{'Juncosa':'58''','Escudero':'7'',68'''}",,,,,,Atlético,,,,,,11
LALIGA,1,{'Gaitos':'53'''},,,,,"{'Marzá':'Simón,32'''}",Celta,,,,,,-565228800000,1952-02-03,1951/1952,2,{'Juncosa':'32'''},,,,,,Atlético,,,,,,21
LALIGA,0,,,,,,,Real Valladolid,,,,,,-570067200000,1951-12-09,1951/1952,1,{'Panizo':'1'''},,,,,,Athletic,,,,,,14
LALIGA,1,{'Moll':'2'''},,,,,,Deportivo,,,,,,-560995200000,1952-03-23,1951/1952,3,"{'Juncosa':'89''','Méndez':'48''','Ben Barek':'60'''}",,,,,,Atlético,,,,,,28
LALIGA,2,"{'Macala':'3'',59'''}",,,,,,Racing,,,,,,-574300800000,1951-10-21,1951/1952,7,"{'Juncosa':'1'',85''','Pérez Payá':'24'',25'',71''','Escudero':'28'''}",,,,,,Atlético,,,,,,7
LALIGA,0,,,,,,,Tetuán,,,,,,-562809600000,1952-03-02,1951/1952,8,"{'Juncosa':'23'',47''','Ben Barek':'39''','Escudero':'69'',86''','Pérez Payá':'83'',89''','Mencía':'61'''}",,,,,,Atlético,,,,,,25
LALIGA,2,"{'Molowny':'29''','Joseíto':'68'''}",,,,,,Real Madrid,,,,,,-575510400000,1951-10-07,1951/1952,3,"{'Pérez Payá':'23''','Escudero':'76''','Carlsson':'74'''}",,,,,,Atlético,,,,,,5
LALIGA,1,{'Ontoria':'85'''},,,,,,R. Sociedad,,,,,,-577929600000,1951-09-09,1951/1952,3,"{'Juncosa':'61''','Ben Barek':'34''','Pérez Payá':'25'''}",,,,,,Atlético,,,,,,1
LALIGA,0,,,,,,,Athletic,,,,,,-577324800000,1951-09-16,1951/1952,1,{'L. Kubala':'66'''},,,,,,Barcelona,,,,,,2
LALIGA,1,{'Pio':'4'''},,,,,"{'Vélez':'Higinio,82'''}",Real Zaragoza,,,,,,-566438400000,1952-01-20,1951/1952,2,"{'Méndez':'71''','Juncosa':'68'''}",,,,,,Atlético,,,,,,19
LALIGA,3,"{'Ortiz':'17''','Cholo Dindurra':'82''','Prendes':'29'''}",,,,,,Sporting,,,,,,-567648000000,1952-01-06,1951/1952,7,"{'Méndez':'27'',44'',52''','Juncosa':'6'',35''','Ben Barek':'9'',25'''}",,,,,"{'Menéndez':'Argila,70'''}",Atlético,,,,,,17
LALIGA,1,{'Araujo':'71'''},,,,,,Sevilla,,,,,,-564019200000,1952-02-17,1951/1952,2,"{'Pérez Payá':'37''','Escudero':'6'''}",,,,,,Atlético,,,,,,23
LALIGA,2,"{'Méndez':'30''','Escudero':'88'''}",,,,,,Atlético,,,,,,-567043200000,1952-01-13,1951/1952,5,"{'E. Basora':'83''','Gonzalvo':'53''','J. Vila':'59'',73''','E. Manchón':'42'''}",,,,,,Barcelona,,,,,,18
LALIGA,0,,,,,,,Valencia,,,,,,-570067200000,1951-12-09,1951/1952,4,"{'Ben Barek':'45''','Pérez Payá':'16''','Escudero':'27'''}",,,,,,Atlético,,,,,,14
LALIGA,0,,,,,,,Las Palmas,,,,,,-573091200000,1951-11-04,1951/1952,4,"{'Ben Barek':'47''','Silva':'40'',54''','Escudero':'68'''}",,,,,"{'Menéndez':'Montes,57'''}",Atlético,,,,,,9
LALIGA,1,{'Olcina':'68'''},,,,,,Real Valladolid,,,,,,-559180800000,1952-04-13,1951/1952,1,,,,,,,Atlético,,,,,,30
LALIGA,1,{'Hermida':'66'''},,,,,,Celta,,,,,,-571881600000,1951-11-18,1951/1952,6,"{'E. Basora':'83''','L. Kubala':'2'',38'',39'',51'''}",,,,,,Barcelona,,,,,,11
LALIGA,2,"{'Moreno':'35''','Julián':'13'''}",,,,,,Tetuán,,,,,,-569462400000,1951-12-16,1951/1952,3,"{'L. Kubala':'49''','J. Vila':'75''','E. Manchón':'36'''}",,,,,,Barcelona,,,,,,15
LALIGA,1,{'Velez':'85'''},,,,,"{'Pita':'Lestón,74'''}",Deportivo,,,,,,-573696000000,1951-10-28,1951/1952,6,"{'Aloy':'14''','César Rodríguez':'4'',48'',73''','Seguer':'30''','Aldecoa':'79'''}",,,,,,Barcelona,,,,,,8
LALIGA,0,,,,{'Argilés':'49'''},,,Espanyol,,,,,,-568252800000,1951-12-30,1951/1952,2,"{'César Rodríguez':'32'',80'''}",,,{'E. Basora':'63'''},,,Barcelona,,,,,,16
LALIGA,2,"{'Roque Olsen':'33''','Arsuaga':'39'''}",,,,,,Real Madrid,,,,,,-562809600000,1952-03-02,1951/1952,4,"{'César Rodríguez':'36'',56'',74''','J. Vila':'13'''}",,,,,,Barcelona,,,,,,25
LALIGA,3,"{'Gago':'78''','Pasieguito':'29''','Badenes':'73'''}",,,,,,Valencia,,,,,,-576115200000,1951-09-30,1951/1952,1,{'Aloy':'17'''},,,,,,Barcelona,,,,,,4
LALIGA,0,,,,,,,Las Palmas,,,,,,-559785600000,1952-04-06,1951/1952,7,"{'L. Kubala':'62'',65''','César Rodríguez':'47'',53'',70''','J. Vila':'89''','E. Manchón':'54'''}",,,,,,Barcelona,,,,,,29
LALIGA,0,,,,,,,Real Valladolid,,,,,,-565833600000,1952-01-27,1951/1952,0,,,,,,,Barcelona,,,,,,20
LALIGA,1,{'Daví':'18'''},,,,,,Real Zaragoza,,,,,,-573091200000,1951-11-04,1951/1952,4,"{'L. Kubala':'17''','César Rodríguez':'73''','E. Manchón':'29''','Aldecoa':'28'''}",,,,,,Barcelona,,,,,,9
LALIGA,1,{'Epi':'89'''},,,,,,R. Sociedad,,,,,,-574905600000,1951-10-14,1951/1952,3,"{'Gonzalvo':'11''','César Rodríguez':'80'''}",,,,,,Barcelona,,,,,,6
LALIGA,1,{'Nano':'33'''},,,,,,Racing,,,,,,-561600000000,1952-03-16,1951/1952,7,"{'L. Kubala':'45'',51'',63''','César Rodríguez':'59'',81''','J. Vila':'15''','Moreno':'5'''}",,,,,,Barcelona,,,,,,27
LALIGA,0,,,,,,,Sporting,,,,,,-564624000000,1952-02-10,1951/1952,9,"{'Aloy':'36''','L. Kubala':'11'',27'',73'',83'',89''','E. Manchón':'15'''}",,,,,,Barcelona,,,,,,22
LALIGA,3,"{'Araujo':'12'',15''','Arza':'33'''}",,,,,,Sevilla,,,,,,-570672000000,1951-12-02,1951/1952,5,"{'Gonzalvo':'85''','L. Kubala':'26'',55'',75''','E. Manchón':'25'''}",,,,,,Barcelona,,,,,,13
LALIGA,2,"{'César Rodríguez':'63'',73'''}",,,,,,Barcelona,,,,,,-562204800000,1952-03-09,1951/1952,1,{'Atienza':'9'''},,,,,,Celta,,,,,,26
