leagueid,awaygoals,awaygoalsplayer,awayassistplayer,awaycardsyellow,awaycardsred,awaycardsyellowred,awaysubstitution,awayteam,awaypossession,awayshotsontarge,awaycorners,awayfouls,awaygoliesaves,dategame,shortdate,season,homegoal,homegoalsplayer,homeassistplayer,homecardsyellow,homecardsred,homecardsyellowred,homesubstitution,hometeam,homepossession,homeshotsontarget,homecorners,homefouls,homegoliesaves,matchweek,attendance
LALIGA,0,,,,"{'Juncosa':'77'''}",,,Atlético,,,,,,-609379200000,1950-09-10,1950/1951,4,"{'Nando':'44'''}",,,,,,Athletic,,,,,,1,
LALIGA,1,"{'Zarra':'70'''}",,,,,,Athletic,,,,,,-602726400000,1950-11-26,1950/1951,0,,,,,,,Alcoyano,,,,,,12,
LALIGA,2,"{'Ben Barek':'7''','Escudero':'53'''}",,,,,,Atlético,,,,,,-591235200000,1951-04-08,1950/1951,1,"{'Olcina':'57'''}",,,,,,Alcoyano,,,,,,28,
LALIGA,1,"{'Navarro':'60'''}",,,,,,Real Madrid,,,,,,-596678400000,1951-02-04,1950/1951,2,"{'Pierita':'44''','Mundo':'11'''}",,,,,,Alcoyano,,,,,,21,
LALIGA,1,"{'César Rodríguez':'44'''}",,,,,,Barcelona,,,,,,-593654400000,1951-03-11,1950/1951,0,,,,"{'Blanco':'71'''}",,,Alcoyano,,,,,,24,
LALIGA,1,"{'Araujo':'50'''}",,,,,,Sevilla,,,,,,-592444800000,1951-03-25,1950/1951,1,"{'Clavijo':'80'''}",,,,,,Alcoyano,,,,,,26,
LALIGA,1,"{'Marcet':'24'''}",,,,,,Espanyol,,,,,,-597888000000,1951-01-21,1950/1951,4,"{'Pierita':'16'',34''','Mundo':'9'',50'''}",,,,,,Alcoyano,,,,,,19,
LALIGA,0,,,,,,,Real Murcia,,,,,,-601516800000,1950-12-10,1950/1951,1,"{'Vinuesa':'14'''}",,,,,,Alcoyano,,,,,,14,
LALIGA,1,"{'Tino':'31'''}",,,,,,Deportivo,,,,,,-602121600000,1950-12-03,1950/1951,1,"{'Zarra':'38'''}",,,,,,Athletic,,,,,,13,
LALIGA,1,"{'Franco':'25'''}",,,,,,Deportivo,,,,,,-603936000000,1950-11-12,1950/1951,0,,,,,,,Alcoyano,,,,,,10,
LALIGA,5,"{'Arsuaga':'76''','Pahiño':'72'',78''','Macala':'45'',51'''}",,,,,,Real Madrid,,,,,,-604540800000,1950-11-05,1950/1951,2,"{'Piru Gainza':'54''','Artetxe':'13'''}",,,,,,Athletic,,,,,,9,
LALIGA,2,"{'Di Paola':'55'''}",,,,,"{'Rivero':'Montserrat,26'''}",Lleida,,,,,,-594259200000,1951-03-04,1950/1951,6,"{'Olcina':'24''','Cerdá':'68''','Mundo':'7'',40''','Ibarz':'73'''}",,,,,,Alcoyano,,,,,,23,
LALIGA,1,"{'Herrero':'67'''}",,,,,,Racing,,,,,,-597888000000,1951-01-21,1950/1951,3,"{'Venancio':'79'''}",,,,,,Athletic,,,,,,19,
LALIGA,2,"{'Hermida':'75''','Vázquez':'1'''}",,,,,,Celta,,,,,,-599097600000,1951-01-07,1950/1951,0,,,,,,,Alcoyano,,,,,,17,
LALIGA,1,"{'Clavijo':'83'''}",,,,,,Alcoyano,,,,,,-591840000000,1951-04-01,1950/1951,8,"{'Panizo':'13'',78''','Zarra':'81''','Piru Gainza':'20'',79''','Manolín':'87''','Venancio':'31'',68'''}",,,,,,Athletic,,,,,,27,
LALIGA,1,"{'Torres':'50'''}",,,,,,CD Málaga,,,,,,-608169600000,1950-09-24,1950/1951,2,"{'Alvarín':'17''','Nasio':'20'''}",,,,,,Alcoyano,,,,,,3,
LALIGA,1,"{'Bazán':'21'''}",,,,,,CD Málaga,,,,,,-596678400000,1951-02-04,1950/1951,3,"{'Venancio':'84''','Artetxe':'4'''}",,,,,,Athletic,,,,,,21,
LALIGA,3,"{'Revuelta':'65''','Mariano':'31''','Echeveste':'30'''}",,,,,,Racing,,,,,,-609379200000,1950-09-10,1950/1951,3,"{'Pierita':'60''','Cerdá':'55''','Pototo':'46'''}",,,,,,Alcoyano,,,,,,1,
LALIGA,4,"{'Caeiro':'44''','Ontoria':'11''','Epi':'7''','Castivia':'85'''}",,,,,,R. Sociedad,,,,,,-606960000000,1950-10-08,1950/1951,1,"{'Vinuesa':'30'''}",,,,,,Alcoyano,,,,,,5,
LALIGA,3,"{'E. Basora':'40''','César Rodríguez':'3'''}",,,"{'Martín':'42'''}",,,Barcelona,,,,,,-600912000000,1950-12-17,1950/1951,4,"{'Iriondo':'26''','Piru Gainza':'76''','Zarra':'67''','Garay':'80'''}",,,,,,Athletic,,,,,,15,
LALIGA,2,"{'Grau':'73''','Egea':'74'''}",,,,,,Espanyol,,,,,,-605750400000,1950-10-22,1950/1951,4,"{'Venancio':'25''','Iriondo':'24''','Zarra':'10'',55'''}",,,,,,Athletic,,,,,,7,
LALIGA,4,"{'Vázquez':'67'',79''','Mekerle':'88'''}",,,,,"{'Lobato':'Simón,20'''}",Celta,,,,,,-606960000000,1950-10-08,1950/1951,9,"{'Venancio':'10'',65''','Iriondo':'80'',82'',87''','Gárate':'29''','Zarra':'8'',32'''}",,,,,,Athletic,,,,,,5,
LALIGA,2,"{'Gago':'85''','Amadeo':'35'''}",,,,,,Valencia,,,,,,-605750400000,1950-10-22,1950/1951,0,,,,,,,Alcoyano,,,,,,7,
LALIGA,4,"{'Clemades':'6''','Ara':'40''','Mora':'5'',85'''}",,,,,,Real Valladolid,,,,,,-590112000000,1951-04-21,1950/1951,1,"{'Pierita':'15'''}",,,,,"{'Soro':'Quiles,5'''}",Alcoyano,,,,,,30,
LALIGA,1,"{'Alsúa':'11'''}",,,,,,Lleida,,,,,,-591840000000,1951-04-01,1950/1951,7,"{'Carlsson':'26'',76''','Ben Barek':'18''','Escudero':'85''','Pérez Payá':'86''','Estruch':'16'''}",,,,,,Atlético,,,,,,27,
LALIGA,2,"{'Juanín':'84''','Atienza':'61'''}",,,,,,Celta,,,,,,-596678400000,1951-02-04,1950/1951,3,"{'Pérez Payá':'7''','Escudero':'52'',70'''}",,,,,,Atlético,,,,,,21,
LALIGA,1,"{'Aldecoa':'52'''}",,,,,,Real Valladolid,,,,,,-608169600000,1950-09-24,1950/1951,1,"{'Venancio':'44'''}",,,,,,Athletic,,,,,,3,
LALIGA,0,,,,,,,Real Valladolid,,,,,,-597888000000,1951-01-21,1950/1951,7,"{'Juncosa':'8'',42'',47''','Ben Barek':'55''','Escudero':'21''','Carlsson':'44'',87'''}",,,,,,Atlético,,,,,,19,
LALIGA,0,,,,,,,Sevilla,,,,,,-590630400000,1951-04-15,1950/1951,3,"{'Panizo':'22''','Iriondo':'42''','Zarra':'58'''}",,,,,,Athletic,,,,,,29,
LALIGA,0,,,,,,,Atlético,,,,,,-599097600000,1951-01-07,1950/1951,3,"{'E. Basora':'54'',79''','César Rodríguez':'47'''}",,,,,,Barcelona,,,,,,17,
LALIGA,2,"{'Oswaldo':'74'''}",,,,,"{'Lestón':'Acuña,37'''}",Deportivo,,,,,,-590630400000,1951-04-15,1950/1951,5,"{'Ben Barek':'3'',68''','Silva':'72''','Pérez Payá':'38'',86'''}",,,,,,Atlético,,,,,,29,
LALIGA,2,"{'Barinaga':'64'''}",,,,,,R. Sociedad,,,,,,-604540800000,1950-11-05,1950/1951,2,"{'Carlsson':'23''','Mújica':'38'''}",,,,,,Atlético,,,,,,9,
LALIGA,4,"{'César Rodríguez':'89''','Marcos Aurelio':'3'',78'''}",,,,,,Barcelona,,,,,,-608774400000,1950-09-17,1950/1951,6,"{'Juncosa':'88''','Escudero':'8''','Durán':'27''','Carlsson':'48'''}",,,,,,Atlético,,,,,,2,
LALIGA,1,"{'Artetxe':'56'''}",,,,,,Athletic,,,,,,-590025600000,1951-04-22,1950/1951,2,"{'E. Basora':'39''','César Rodríguez':'78'''}",,,,,,Barcelona,,,,,,30,
LALIGA,2,"{'Hériz':'39'',64'''}",,,,,,Real Murcia,,,,,,-608169600000,1950-09-24,1950/1951,2,"{'Carlsson':'49'''}",,,,,,Atlético,,,,,,3,
LALIGA,0,,,,,,,Alcoyano,,,,,,-604540800000,1950-11-05,1950/1951,6,"{'E. Basora':'41''','César Rodríguez':'19''','E. Manchón':'38'',56''','Marcos Aurelio':'89'''}",,,,,,Barcelona,,,,,,9,
LALIGA,1,"{'Olcina':'54'''}",,,,,,Alcoyano,,,,,,-602121600000,1950-12-03,1950/1951,5,"{'Juncosa':'6'',89''','Escudero':'15'',67'',76'''}",,,,,,Atlético,,,,,,13,
LALIGA,1,"{'Abderrazack':'56'''}",,,,,,Real Murcia,,,,,,-599097600000,1951-01-07,1950/1951,5,"{'Lasquivar':'53''','Manolín':'35''','Zarra':'10'',11'''}",,,,,,Athletic,,,,,,17,
LALIGA,1,"{'Arza':'38'''}",,,,,,Sevilla,,,,,,-600912000000,1950-12-17,1950/1951,2,"{'Ben Barek':'18''','Escudero':'25'''}",,,,,,Atlético,,,,,,15,
LALIGA,1,"{'Epi':'76'''}",,,,,,R. Sociedad,,,,,,-594259200000,1951-03-04,1950/1951,7,"{'Panizo':'61''','Zarra':'1'',80'',83''','Canito':'27'''}",,,,,,Athletic,,,,,,23,
LALIGA,0,,,,,,"{'Montserrat':'Eroles,63'''}",Lleida,,,,,,-603331200000,1950-11-19,1950/1951,10,"{'Lasquivar':'57''','Nando':'83''','Venancio':'77''','Zarra':'1'',13'',52'',67'',70'',86'''}",,,,,,Athletic,,,,,,11,
LALIGA,2,"{'Rodríguez':'64'''}",,,,,,CD Málaga,,,,,,-591840000000,1951-04-01,1950/1951,7,"{'E. Basora':'89''','Tejedor':'16'',46''','Nicolau':'78''','Nicolae Simatoc':'35''','Calvet':'33'',37'''}",,,,,,Barcelona,,,,,,27,
LALIGA,0,,,,,,,Real Madrid,,,,,,-593049600000,1951-03-18,1950/1951,4,"{'Tinte':'78''','Pérez Payá':'12'',89'''}",,,,,,Atlético,,,,,,25,
LALIGA,1,"{'Pasieguito':'42'''}",,,,,,Valencia,,,,,,-593049600000,1951-03-18,1950/1951,4,"{'Zarra':'72''','Piru Gainza':'4'',34'''}",,,,,,Athletic,,,,,,25,
LALIGA,2,"{'Gago':'15''','Badenes':'4'''}",,,,,,Valencia,,,,,,-603331200000,1950-11-19,1950/1951,3,"{'Escudero':'60'',76'''}",,,,,,Atlético,,,,,,11,
LALIGA,0,,,,,,,Alcoyano,,,,,,-598492800000,1951-01-14,1950/1951,2,"{'Gimeno':'59'',75'''}",,,,,,CD Málaga,,,,,,18,
LALIGA,1,"{'Echeveste':'11'''}",,,,,,Racing,,,,,,-594259200000,1951-03-04,1950/1951,2,,,,,,,Barcelona,,,,,,23,
LALIGA,2,"{'Tino':'87''','Oswaldo':'67'''}",,,,,,Deportivo,,,,,,-603331200000,1950-11-19,1950/1951,2,"{'César Rodríguez':'62''','Marcos Aurelio':'72'''}",,,,,,Barcelona,,,,,,11,
LALIGA,0,,,,,,,Athletic,,,,,,-599702400000,1950-12-31,1950/1951,2,"{'Juncosa':'39''','Pérez Payá':'16'''}",,,,,,Atlético,,,,,,16,
LALIGA,1,"{'Marcet':'49'''}",,,,,,Espanyol,,,,,,-594259200000,1951-03-04,1950/1951,1,"{'Ben Barek':'6'''}",,,,,,Atlético,,,,,,23,
LALIGA,0,,,,,,,CD Málaga,,,,,,-605750400000,1950-10-22,1950/1951,3,"{'Pérez Payá':'17''','Mascaró':'20'',22'''}",,,,,,Atlético,,,,,,7,
LALIGA,1,,,,,,"{'Ortega':'Juanito,36'''}",Racing,,,,,,-606960000000,1950-10-08,1950/1951,9,"{'Carlsson':'2''','Juncosa':'37'',44'',47'',86''','Escudero':'67''','Pérez Payá':'14''','Aparicio':'89'''}",,,,,,Atlético,,,,,,5,
LALIGA,1,"{'Aldecoa':'71'''}",,,,,,Real Valladolid,,,,,,-596678400000,1951-02-04,1950/1951,3,"{'E. Basora':'36''','César Rodríguez':'15''','Curta':'77'''}",,,,,,Barcelona,,,,,,21,
LALIGA,1,"{'Araujo':'9'''}",,,,,,Sevilla,,,,,,-602121600000,1950-12-03,1950/1951,4,"{'Aloy':'18''','César Rodríguez':'13'',44'''}",,,,,,Barcelona,,,,,,13,
