leagueid,awaygoals,awaygoalsplayer,awayassistplayer,awaycardsyellow,awaycardsred,awaycardsyellowred,awaysubstitution,awayteam,awaypossession,awayshotsontarge,awaycorners,awayfouls,awaygoliesaves,dategame,shortdate,season,homegoal,homegoalsplayer,homeassistplayer,homecardsyellow,homecardsred,homecardsyellowred,homesubstitution,hometeam,homepossession,homeshotsontarget,homecorners,homefouls,homegoliesaves,matchweek,attendance
SERIEA,2,"{'M. Di Vaio':'37'',58'''}",,"{'S. Conceição':'46'''}",,,"{'R. Sensini':'Stefano Torrisi,78''','Johan Micoud':'S. Milosevic,83''','Amoroso':'M. Di Vaio,90'''}",Parma,,,,,,980694000000,2001-01-28,2000/2001,0,,,"{'Gonnella':'46'''}",,,"{'Doardo':'Fabrizio Ferron,23''','Emiliano Salvetti':'M. Camoranesi,60''','A. Gilardino':'Melis,60'''}",Hellas Verona,,,,,,16,16712
SERIEA,1,"{'Mazzarelli':'69'''}",,"{'Innocenti':'46''','Bellavista':'46''','Del Grosso':'46''','J. Gillet':'46'''}",,"{'Bellavista':'90'''}","{'Y. Osmanovski':'Madsen,56''','Sibilano':'Del Grosso,71''','Collauto':'Hugo,81'''}",SSC Bari,,,,,,979484400000,2001-01-14,2000/2001,1,,,,,,"{'J. Zebina':'G. Guigou,55'''}",Roma,,,,,,14,60000
SERIEA,3,"{'Doni':'21'',45'''}","{'D. Zenoni':'45'''}","{'C. Zenoni':'46'''}",,,"{'I. Pelizzoli':'Pinato,7''','G. Bellini':'N. Ventola,85'''}",Atalanta,,,,,,973436400000,2000-11-05,2000/2001,3,"{'O. Bierhoff':'48''','Serginho':'23'''}","{'Z. Boban':'48'''}","{'G. Gattuso':'46''','Demetrio Albertini':'46''','M. Ambrosini':'46'''}",,,"{'Leonardo':'Z. Boban,77'''}",Milan,,,,,,5,50000
SERIEA,1,"{'S. Conceição':'6'''}",,"{'F. Cannavaro':'46'''}",,,"{'J. Bolaño':'Diego Fuser,54''','Patrick M''boma':'S. Milosevic,59''','Johan Micoud':'M. Di Vaio,71'''}",Parma,,,,,,981903600000,2001-02-11,2000/2001,0,,,"{'Vanoli':'46''','T. Repka':'46'''}","{'F. Toldo':'72'''}",,"{'M. Rossi':'Christian Amoroso,46''','Fabio Rossitto':'D. Adani,71''','Giuseppe Taglialatela':'Nuno Gomes,73'''}",Fiorentina,,,,,,18,30000
SERIEA,2,"{'Pier Paolo Bisoli':'65''','A. Diana':'81'''}",,"{'Hübner':'46'''}",,,"{'Pier Paolo Bisoli':'Raúl González,46''','Türkyilmaz':'A. Filippini,46''','Yllana':'Filippini,59'''}",Brescia,,,,,,970412400000,2000-10-01,2000/2001,4,"{'R. Sosa':'2''','Roberto Muzzi':'84''','V. Iaquinta':'59''','Gargo':'82'''}","{'Cristian Díaz':'2'',82''','S. Fiore':'59'''}","{'V. Iaquinta':'46'''}",,,"{'Luis Helguera':'S. Fiore,68''','Roberto Muzzi':'V. Iaquinta,71''','Alberto':'Cristian Díaz,83'''}",Udinese,,,,,,1,15000
SERIEA,1,"{'Vincenzo Sommese':'73'''}",,"{'Lamberto Zauli':'46''','S. Tomas':'46''','Dal Canto':'46'''}",,,"{'Vincenzo Sommese':'Beghetto,57''','Rossi':'M. Kallon,79''','D. Brncic':'Lamberto Zauli,90'''}",Vicenza,,,,,,982508400000,2001-02-18,2000/2001,1,"{'N. Ventola':'41'''}",,"{'L. Zauri':'46'''}",,,"{'G. Bellini':'A. Pinardi,64''','Dundjerski':'M. Donati,79''','Maurizio Ganz':'N. Ventola,85'''}",Atalanta,,,,,,19,16900
SERIEA,0,,,"{'S. Milosevic':'46'''}",,,"{'Diego Fuser':'Johan Micoud,64''','Antonio Benarrivo':'Luigi Sartor,83''','M. Di Vaio':'Amoroso,90'''}",Parma,,,,,,971622000000,2000-10-15,2000/2001,0,,,"{'Fabio Petruzzi':'46''','Pier Paolo Bisoli':'46'''}",,,"{'A. Filippini':'Raúl González,62''','F. Galli':'D. Bonera,66''','Filippini':'Yllana,88'''}",Brescia,,,,,,2,12000
SERIEA,1,"{'Davide Dionigi':'22'''}",,"{'R. Veron':'46''','Joseph Oshadogan':'46''','Vicari':'46'''}",,,"{'Marco Caneira':'Andrea Zanchetta,75''','Massimo Marazzina':'Francesco Cozza,78''','Mozart':'R. Veron,85'''}",Reggina,,,,,,981837000000,2001-02-10,2000/2001,1,,,"{'C. Brocchi':'46'''}",,,"{'C. Brocchi':'Michele Serena,46''','H. Sukur':'Marco Ferrante,54''','C. Seedorf':'L. Di Biagio,73'''}",Inter,,,,,,18,52068
SERIEA,1,"{'A. Del Piero':'81'''}",,"{'A. Tacchinardi':'46'''}",,,"{'M. Brighi':'G. Zambrotta,46''','A. Del Piero':'D. Kovacevic,63''','D. Fonseca':'M. Brighi,78'''}",Juventus,,,,,,982508400000,2001-02-18,2000/2001,0,,,"{'R. Neqrouz':'46''','G. De Rosa':'46'''}",,,"{'Y. Osmanovski':'G. De Rosa,63''','Madsen':'A. Cassano,71''','Sibilano':'Innocenti,76'''}",SSC Bari,,,,,,19,33175
SERIEA,0,,,"{'F. Pecchia':'46''','Matuzalém':'46'''}",,,"{'C. Bellucci':'N. Amoruso,46''','D. Sesa':'F. Pecchia,57''','M. Jankulovski':'Matuzalém,76'''}",Napoli,,,,,,981923400000,2001-02-11,2000/2001,3,"{'F. Inzaghi':'52''','D. Kovacevic':'12''','A. Del Piero':'86'''}","{'D. Kovacevic':'52''','Z. Zidane':'12'',86'''}","{'G. Pessotto':'46'''}",,,"{'A. Del Piero':'D. Kovacevic,67''','M. Paramatti':'M. Brighi,79''','P. Montero':'M. Paramatti,83'''}",Juventus,,,,,,18,30000
SERIEA,2,"{'F. Liverani':'38'''}",,"{'M. Materazzi':'46''','D. Baiocco':'46'''}",,,"{'Jung-Hwan Ahn':'L. Saudati,68'''}",Perugia,,,,,,980627400000,2001-01-27,2000/2001,0,,,"{'Ezio Brevi':'46''','Francesco Cozza':'46'''}","{'Lorenzo Stovini':'73'''}",,"{'E. Bogdani':'Massimo Marazzina,60''','Paulo Costa':'Francesco Cozza,87''','Bernini':'Vicari,90'''}",Reggina,,,,,,16,12000
SERIEA,2,"{'Enrico Chiesa':'57''','Lassissi':'66'''}",,"{'Mauro Bressan':'46'''}",,,"{'Fabio Rossitto':'Nuno Gomes,52''','P. Mijatovic':'Mauro Bressan,52''','Lassissi':'M. Torricelli,65'''}",Fiorentina,,,,,,984322800000,2001-03-11,2000/2001,2,"{'Marco Di Loreto':'23''','F. Liverani':'45'''}",,"{'Sean Sogliano':'46'''}",,,"{'M. Blasi':'F. Liverani,61''','Robbiati':'Z. Vryzas,83'''}",Perugia,,,,,,22,12000
SERIEA,1,"{'H. Crespo':'42'''}",,"{'G. Pancaro':'46''','M. Salas':'46'''}",,,"{'M. Salas':'C. López,58''','D. Stankovic':'K. Poborsky,79'''}",Lazio,,,,,,990995400000,2001-05-27,2000/2001,1,"{'S. Dalmat':'90'''}",,"{'B. Cauet':'46''','L. Di Biagio':'46'''}",,,"{'H. Sukur':'C. Vieri,22''','B. Cauet':'L. Di Biagio,53''','Á. Recoba':'Marco Ferrante,63'''}",Inter,,,,,,32,25000
SERIEA,1,,,"{'Fabio Petruzzi':'46''','Pier Paolo Bisoli':'46''','Yllana':'46'''}",,,"{'Raúl González':'Türkyilmaz,68''','Marino':'A. Filippini,82'''}",Brescia,,,,,,973090800000,2000-11-01,2000/2001,2,"{'S. Inzaghi':'79'''}","{'Fabrizio Ravanelli':'79'''}","{'P. Nedved':'46''','J. Verón':'46'''}",,,"{'S. Inzaghi':'C. López,12''','G. Favalli':'Paolo Negro,68''','Fabrizio Ravanelli':'D. Stankovic,76'''}",Lazio,,,,,,4,45000
SERIEA,2,"{'D. Trézéguet':'67''','A. Conte':'90'''}","{'Z. Zidane':'67'''}","{'E. Davids':'46'''}",,,"{'D. Trézéguet':'A. Del Piero,65''','A. Conte':'A. Tacchinardi,66''','A. Birindelli':'G. Pessotto,69'''}",Juventus,,,,,,972161100000,2000-10-21,2000/2001,2,"{'A. Shevchenko':'60''','M. Ambrosini':'59'''}","{'Z. Boban':'60''','Demetrio Albertini':'59'''}","{'A. Costacurta':'46''','A. Guglielminpietro':'46'''}",,,"{'F. Coco':'A. Guglielminpietro,46''','F. Giunti':'Z. Boban,75'''}",Milan,,,,,,3,81954
SERIEA,1,"{'A. Shevchenko':'62'''}","{'José Mari':'62'''}","{'Roque Júnior':'46''','F. Giunti':'46'''}",,"{'F. Giunti':'76'''}","{'Z. Boban':'A. Guglielminpietro,46''','Demetrio Albertini':'José Mari,79''','Thomas Helveg':'M. Ambrosini,90'''}",Milan,,,,,,971622000000,2000-10-15,2000/2001,2,"{'Giovanni Bia':'20''','Giovanni Piacentini':'90'''}","{'P. Womé':'20'''}","{'J. Cruz':'46''','P. Womé':'46''','Carlo Nervo':'46'''}",,,"{'Luis Oliveira':'J. Cruz,51''','Giovanni Piacentini':'Olive,74''','Goretti':'Luis Oliveira,82'''}",Bologna,,,,,,2,35000
