leagueid,awaygoals,awaygoalsplayer,awayassistplayer,awaycardsyellow,awaycardsred,awaycardsyellowred,awaysubstitution,awayteam,awaypossession,awayshotsontarge,awaycorners,awayfouls,awaygoliesaves,dategame,shortdate,season,homegoal,homegoalsplayer,homeassistplayer,homecardsyellow,homecardsred,homecardsyellowred,homesubstitution,hometeam,homepossession,homeshotsontarget,homecorners,homefouls,homegoliesaves,matchweek,attendance
SERIEA,0,,,"{'Binotto':'46''','R. Allegretti':'46'''}",,,"{'S. Bjelanović':'Denis Godeas,58''','V. Musić':'Binotto,84'''}",Como,,,,,,1032706800000,2002-09-22,2002/2003,2,"{'Adriano':'47''','S. Lamouchi':'14'''}",,"{'D. Bonera':'46''','M. Bresciano':'46'''}",,,"{'M. Marchionni':'M. Donati,62''','S. Barone':'A. Mutu,62''','A. Gilardino':'Adriano,81'''}",Parma,,,,,,3,15831
SERIEA,3,"{'Ivano Della Morte':'70''','O. Bierhoff':'49''','D''anna':'14'''}",,"{'C. Lupatelli':'46''','N. Legrottaglie':'46''','Eugenio Corini':'46'''}",,,"{'Ivano Della Morte':'D. Franceschini,63''','D. Andersson':'F. Cossato,73''','Luigi Beghetto':'Massimo Marazzina,84'''}",Chievo,,,,,,1032102000000,2002-09-15,2002/2003,2,"{'B. Corradi':'64''','D. Simeone':'5'''}",,"{'J. Stam':'46''','B. Corradi':'46'''}",,,"{'J. Sorín':'M. Oddo,46''','Manfredini':'G. Giannichedda,72''','S. Inzaghi':'D. Simeone,75'''}",Lazio,,,,,,2,37299
SERIEA,0,,,"{'A. Tacchinardi':'46''','P. Montero':'46'''}",,,"{'A. Birindelli':'M. Camoranesi,56''','M. Di Vaio':'D. Trézéguet,60''','I. Tudor':'M. Iuliano,79'''}",Juventus,,,,,,1051974000000,2003-05-03,2002/2003,0,,,"{'D. Stankovic':'46'''}",,,"{'S. Fiore':'B. Corradi,66''','G. Giannichedda':'F. Liverani,79''','S. Inzaghi':'L. Castromán,88'''}",Lazio,,,,,,31,60146
SERIEA,3,"{'O. Bierhoff':'62'',74'',79'''}",,"{'Luciano':'46''','S. Perrotta':'46''','Eugenio Corini':'46'''}","{'D''anna':'72'''}",,"{'J. Mensah':'Lanna,46''','De Franceschi':'D. Franceschini,46''','Ivano Della Morte':'Luciano,60'''}",Chievo,,,,,,1053788400000,2003-05-24,2002/2003,4,"{'D. Trézéguet':'70''','C. Zenoni':'87''','M. Zalayeta':'16'',57'''}",,"{'M. Di Vaio':'46'''}",,,"{'A. Birindelli':'C. Ferrara,46''','G. Zambrotta':'L. Thuram,58''','D. Trézéguet':'M. Di Vaio,67'''}",Juventus,,,,,,34,39417
SERIEA,2,"{'M. Donati':'22'',89'''}",,"{'S. Fattori':'46'''}",,,"{'Frezza':'Alessio Scarchilli,80''','A. Mantovani':'C. Lucarelli,90''','Y. Osmanovski':'M. Donati,90'''}",Torino,,,,,,1051380000000,2003-04-26,2002/2003,2,"{'Doni':'75'''}",,"{'J. Inacio Pia':'46'''}",,,"{'A. Pinardi':'L. Sala,57''','R. Bianchi':'J. Inacio Pia,62''','Carmine Gautieri':'G. Bellini,71'''}",Atalanta,,,,,,30,15471
SERIEA,0,,,"{'Morabito':'46''','J. Vargas':'46''','C. Paredes':'46'''}",,,"{'J. De León':'B. Cirillo,68''','E. Bogdani':'D. Di Michele,68''','Rastelli':'Savoldi,90'''}",Reggina,,,,,,1032112800000,2002-09-15,2002/2003,2,"{'Giovanni Tedesco':'80''','F. Miccoli':'51'''}",,"{'Mauro Milanese':'46''','Roberto Baronio':'46''','F. Grosso':'46'''}",,,"{'A. Caracciolo':'Z. Vryzas,65''','C. Obodo':'Roberto Baronio,77''','E. Berrettoni':'F. Miccoli,83'''}",Perugia,,,,,,2,10720
SERIEA,2,"{'G. Sculli':'78'''}",,"{'S. Mauri':'46''','Cevoli':'46''','Mayer':'46''','D. Kamara':'46''','G. Sculli':'46'''}",,,"{'D. Kamara':'Fabbrini,60''','Albino':'G. Colucci,67''','Pasino':'Mayer,70'''}",Modena,,,,,,1032726600000,2002-09-22,2002/2003,1,,,"{'A. Cassano':'46''','F. Lima':'46'''}","{'C. Panucci':'44'''}",,"{'Luigi Sartor':'Gabriel Batistuta,46''','D. Tommasi':'V. Montella,60''','A. Cassano':'Cafú,79'''}",Roma,,,,,,3,55803
SERIEA,3,"{'A. Cassano':'46''','V. Montella':'84'''}",,"{'F. Totti':'87'''}",,,"{'V. Montella':'Marco Delvecchio,60''','Massimo Marazzina':'A. Cassano,78''','D. Tommasi':'F. Totti,90'''}",Roma,,,,,,1049661000000,2003-04-06,2002/2003,3,"{'Á. Recoba':'59''','C. Vieri':'52''','E. Belözoğlu':'77'''}",,,,,"{'D. Morfeo':'E. Belözoğlu,81''','Gabriel Batistuta':'Á. Recoba,85'''}",Inter,,,,,,27,64142
SERIEA,0,,,"{'Luciano':'46'''}",,,"{'D. Franceschini':'Ivano Della Morte,57''','S. Pellissier':'O. Bierhoff,69''','S. Bjelanović':'F. Cossato,83'''}",Chievo,,,,,,1047241800000,2003-03-09,2002/2003,0,,,"{'F. Inzaghi':'46'''}",,,"{'M. Laursen':'K. Kaladze,60''','J. Tomasson':'A. Shevchenko,80'''}",Milan,,,,,,24,56123
SERIEA,1,"{'Scoponi':'90'''}",,"{'O. Milanetto':'46''','Ungari':'46''','Cevoli':'46'''}",,,"{'Scoponi':'S. Mauri,67''','E. Moretti':'G. Colucci,71''','D. Kamara':'Jacopo Balestri,78'''}",Modena,,,,,,1044198000000,2003-02-02,2002/2003,2,"{'F. Inzaghi':'80'''}",,"{'G. Gattuso':'46'''}",,,"{'Rivaldo':'D. Simic,61''','J. Tomasson':'A. Shevchenko,65''','A. Pirlo':'F. Redondo,76'''}",Milan,,,,,,19,59594
SERIEA,1,,,"{'Olive':'46''','V. Šmit':'46''','M. Paramatti':'46''','G. Pagliuca':'46'''}",,,"{'Tomas Locatelli':'G. Signori,68''','A. Frara':'Carlo Nervo,85''','C. Bellucci':'Olive,90'''}",Bologna,,,,,,1038074400000,2002-11-23,2002/2003,1,"{'M. Iuliano':'86'''}",,"{'G. Buffon':'46'''}",,,"{'M. Di Vaio':'D. Baiocco,61''','M. Camoranesi':'M. Salas,61''','A. Del Piero':'P. Nedved,67'''}",Juventus,,,,,,11,36544
SERIEA,1,"{'C. Bellucci':'84'''}",,"{'Leonardo Colucci':'46''','Marcello Castellini':'46''','C. Zaccardo':'46'''}",,,"{'C. Bellucci':'Olive,52''','Christian Amoroso':'Tomas Locatelli,52''','L. Della Rocca':'C. Zaccardo,89'''}",Bologna,,,,,,1045407600000,2003-02-16,2002/2003,3,"{'E. Maresca':'40''','De Cesare':'62'''}",,"{'Filippo Cristante':'46''','D. Baiocco':'46'''}",,,"{'Sergey Gurenko':'Vittorio Tosto,55''','Bogdan Patrascu':'Hübner,63''','Claudio Ferrarese':'E. Maresca,81'''}",Piacenza,,,,,,21,6434
SERIEA,1,"{'D. Stankovic':'50'''}",,,,,"{'F. Liverani':'S. Fiore,58''','G. Giannichedda':'D. Simeone,79''','G. Pancaro':'G. Favalli,84'''}",Lazio,,,,,,1048431600000,2003-03-23,2002/2003,2,"{'Adriano':'90''','Giuseppe Cardone':'4'''}",,"{'Antonio Benarrivo':'75'''}",,,"{'Antonio Benarrivo':'H. Nakata,73''','A. Rosina':'A. Gilardino,84''','P. Cannavaro':'D. Bonera,87'''}",Parma,,,,,,26,15732
SERIEA,2,"{'Á. Recoba':'9'',85'''}",,"{'O. Buruk':'46''','E. Belözoğlu':'46''','F. Cannavaro':'46''','L. Di Biagio':'46''','I. Córdoba':'46'''}",,,"{'C. Gamarra':'M. Materazzi,6''','F. Coco':'C. Gamarra,46''','S. Conceição':'E. Belözoğlu,67'''}",Inter,,,,,,1047146400000,2003-03-08,2002/2003,1,"{'J. Cruz':'23'''}",,"{'Vanoli':'46'''}","{'Carlo Nervo':'19'''}",,"{'A. Frara':'Tomas Locatelli,57''','Christian Amoroso':'C. Bellucci,77''','G. Signori':'M. Paramatti,89'''}",Bologna,,,,,,24,31433
SERIEA,0,,,"{'P. Castellini':'51''','L. Mezzano':'46'''}",,,"{'Vincenzo Sommese':'C. Lucarelli,46''','Luigi Garzya':'G . Comotto,76''','Omolade':'M. Donati,84'''}",Torino,,,,,,1050764400000,2003-04-19,2002/2003,1,,,,,,"{'M. Bresciano':'Filippini,46''','M. Brighi':'S. Barone,72''','A. Gilardino':'H. Nakata,72'''}",Parma,,,,,,29,14709
