leagueid,awaygoals,awaygoalsplayer,awayassistplayer,awaycardsyellow,awaycardsred,awaycardsyellowred,awaysubstitution,awayteam,awaypossession,awayshotsontarge,awaycorners,awayfouls,awaygoliesaves,dategame,shortdate,season,homegoal,homegoalsplayer,homeassistplayer,homecardsyellow,homecardsred,homecardsyellowred,homesubstitution,hometeam,homepossession,homeshotsontarget,homecorners,homefouls,homegoliesaves,matchweek,attendance
CHAMPIONS,5,"{'Willian':'44'',50''','Luiz Adriano':'26'',53'',81'''}","{'Willian':'26''','D. Costa':'81''','Alex Teixeira':'53'''}","{'Luiz Adriano':'67''','O. Kucher':'90'''}",,,"{'D. Costa':'Alex Teixeira,78''','Eduardo':'Luiz Adriano,82''','Ilsinho':'Willian,86'''}",Shakhtar Donetsk,,6,4,12,0,1353444300000,2012-11-20,2012/2013,2,"{'M. Nordstrand':'24''','K. Lorentzen':'29'''}","{'J. John':'24''','P. Mtiliga':'29'''}","{'M. Parkhurst':'90''','E. Adu':'64''','Anders Christiansen':'90'''}",,,"{'Anders Christiansen':'S. Christensen,59''','M. Tičinović':'M. Nordstrand,75''','O. Aynaoglu':'J. John,82'''}",Nordsjaelland,,2,6,14,1,5,17.054
CHAMPIONS,4,"{'R. Lewandowski':'41'',67''','M. Reus':'8''','M. Götze':'36'''}","{'M. Hummels':'36''','M. Götze':'8'',67'''}","{'M. Götze':'53'''}",,,"{'I. Perišić':'S. Bender,63''','J. Blaszczykowski':'M. Götze,70''','J. Schieber':'M. Reus,79'''}",B. Dortmund,,4,1,9,7,1353530700000,2012-11-21,2012/2013,1,"{'D. Hoesen':'86'''}","{'C. Eriksen':'86'''}","{'N. Moisander':'84''','E. Enoh':'18'''}",,,"{'L. Schöne':'C. Poulsen,46''','D. Hoesen':'E. Enoh,64''','V. Fischer':'D. Boerrigter,73'''}",Ajax,,6,3,12,0,5,47.500
CHAMPIONS,2,"{'A. Sánchez':'6''','C. Fàbregas':'56'''}","{'L. Messi':'6'',56'''}","{'Pedro':'28''','C. Fàbregas':'19'''}","{'S. Busquets':'88'''}",,"{'A. Iniesta':'C. Fàbregas,72''','A. Song':'C. Puyol,78''','D. Villa':'Pedro,82'''}",Barcelona,,6,4,15,6,1349210700000,2012-10-02,2012/2013,0,,,"{'C. Martins':'84''','Jardel':'89''','B. César':'38''','N. Matic':'86'''}",,,"{'C. Martins':'B. César,46''','P. Aimar':'E. Pérez,60''','Nolito':'N. Gaitán,75'''}",Benfica,,7,8,23,4,2,63.847
CHAMPIONS,0,,,"{'A. Sánchez':'87''','M. Bartra':'39''','Jordi Alba':'89''','A. Iniesta':'90'''}",,,"{'D. Villa':'Pedro,83'''}",Barcelona,,1,4,10,3,1366749900000,2013-04-23,2012/2013,4,"{'T. Müller':'25'',82''','M. Gómez':'49''','A. Robben':'73'''}","{'D. Alaba':'82''','Dante':'25''','T. Müller':'49''','B. Schweinsteiger':'73'''}","{'M. Gómez':'37''','B. Schweinsteiger':'87''','J. Martínez':'46'''}",,,"{'Luiz Gustavo':'M. Gómez,71''','C. Pizarro':'T. Müller,83''','X. Shaqiri':'F. Ribéry,89'''}",Bayern München,,7,11,16,1,semifinales,69000
CHAMPIONS,0,,,"{'G. Piqué':'57''','S. Busquets':'54'''}",,,"{'A. Sánchez':'C. Fàbregas,62''','J. Mascherano':'C. Puyol,88'''}",Barcelona,,1,4,10,1,1361393100000,2013-02-20,2012/2013,2,"{'K-P. Boateng':'57''','S. Muntari':'81'''}","{'S. El Shaarawy':'81''','C. Zapata':'57'''}","{'P. Mexès':'25''','B. Traoré':'90'''}",,,"{'M. Niang':'G. Pazzini,75''','B. Traoré':'S. El Shaarawy,87'''}",Milan,,3,3,17,1,octavos,80000
CHAMPIONS,1,"{'Lima':'33'''}","{'E. Salvio':'33'''}","{'O. Cardozo':'72''','N. Matic':'75'''}",,,"{'N. Gaitán':'Rodrigo,65''','O. Cardozo':'B. César,65''','O. John':'N. Matic,89'''}",Benfica,,6,10,10,6,1351015200000,2012-10-23,2012/2013,2,"{'Rafael Carioca':'3'''}","{'J. Jurado':'3'''}","{'M. Suchý':'45''','Welliton':'90''','Ari':'90'''}",,,"{'K. Kombarov':'J. Ananidze,57''','Welliton':'D. Bilyaletdinov,73''','S. Bryzgalov':'K. Källström,79'''}",Spartak Moskva,,8,6,12,5,3,41.237
CHAMPIONS,0,,,"{'A. Rebrov':'32''','E. Makeev':'33''','N. Pareja':'38''','J. Jurado':'82'''}","{'N. Pareja':'76'''}",,"{'J. Ananidze':'K. Kombarov,62''','A. Dzyuba':'K. Källström,71''','M. Suchý':'D. Bilyaletdinov,79'''}",Spartak Moskva,,4,2,24,3,1352321100000,2012-11-07,2012/2013,2,"{'O. Cardozo':'55'',69'''}","{'O. John':'69''','L. Melgarejo':'55'''}","{'A. Almeida':'29'''}",,,"{'O. Cardozo':'Rodrigo,46''','B. César':'Lima,74''','A. Gomes':'M. Pereira,82'''}",Benfica,,7,5,11,4,4,36.448
CHAMPIONS,0,,,"{'A. Vidal':'67''','S. Lichtsteiner':'76''','G. Chiellini':'54'''}",,,"{'S. Giovinco':'A. Matri,65''','M. Vucinic':'F. Quagliarella,65''','P. Pogba':'F. Peluso,75'''}",Juventus,,2,4,17,10,1364935500000,2013-04-02,2012/2013,2,"{'D. Alaba':'1''','T. Müller':'63'''}","{'B. Schweinsteiger':'1''','M. Mandžukić':'63'''}","{'Luiz Gustavo':'82''','M. Mandžukić':'44'''}",,,"{'A. Robben':'T. Kroos,16''','M. Gómez':'M. Mandžukić,90''','X. Shaqiri':'F. Ribéry,90'''}",Bayern München,,12,8,16,2,cuartos,68000
CHAMPIONS,1,"{'J. Martínez':'33'''}","{'Danilo':'33'''}","{'N. Otamendi':'29''','E. Mangala':'90''','Danilo':'90''','James':'84'''}",,,"{'S. Defour':'Fernando,70''','C. Atsu':'S. Varela,85''','Abdoulaye Ba':'Alex Sandro,86'''}",Porto,,6,2,20,6,1354653900000,2012-12-04,2012/2013,2,"{'Thiago Silva':'29''','E. Lavezzi':'61'''}","{'Maxwell':'29''','J. Ménez':'61'''}","{'Alex':'90''','Thiago Silva':'84''','E. Lavezzi':'76'''}",,,"{'M. Verratti':'E. Lavezzi,77''','C. Jallet':'J. Ménez,86''','Nenê':'J. Pastore,88'''}",PSG,,8,13,21,5,6,45.512
CHAMPIONS,3,"{'G. Samaras':'90''','G. Hooper':'12'''}","{'E. Izaguirre':'90''','M. Lustig':'12'''}","{'V. Wanyama':'30''','C. Mulgrew':'22'''}",,,"{'J. Forrest':'V. Wanyama,70''','J. Ledley':'C. Mulgrew,80'''}",Celtic,,8,5,13,2,1349200800000,2012-10-02,2012/2013,2,"{'E. Emenike':'41'',48'''}","{'D. De Zeeuw':'48''','Ari':'41'''}",,"{'J. Insaurralde':'63'''}",,"{'S. Bryzgalov':'D. De Zeeuw,65''','A. Dzyuba':'A. Mcgeady,76''','A. Kozlov':'Ari,87'''}",Spartak Moskva,,4,9,14,6,2,30000
