leagueid,awaygoals,awaygoalsplayer,awayassistplayer,awaycardsyellow,awaycardsred,awaycardsyellowred,awaysubstitution,awayteam,awaypossession,awayshotsontarge,awaycorners,awayfouls,awaygoliesaves,dategame,shortdate,season,homegoal,homegoalsplayer,homeassistplayer,homecardsyellow,homecardsred,homecardsyellowred,homesubstitution,hometeam,homepossession,homeshotsontarget,homecorners,homefouls,homegoliesaves,matchweek,attendance
CHAMPIONS,0,,,"{'J. Augustsson':'53'''}",,,,Åtvidabergs,,,,,,163199700000,1975-03-04,1974/1975,2,"{'Marinho':'24''','Clares':'81'''}",,,,,"{'Clares':'Marcial,36'''}",Barcelona,,,,,,cuartos,10988
CHAMPIONS,3,"{'Gallego':'31''','Asensi':'61''','J. Neeskens':'67'''}",,,,,,Barcelona,,,,,,163804500000,1975-03-11,1974/1975,0,,,,,,"{'Leif Thell':'Lars Lundahl,57''','Jörgen Nilsson':'Göran Johansson,73'''}",Åtvidabergs,,,,,,cuartos,4444
CHAMPIONS,2,"{'Jan Benigier':'42''','Józef Kopicera':'16'''}",,,,,,Ruch Chorzów,,,,,,152928000000,1974-11-06,1974/1975,0,,,,,,"{'Serkan Acar':'Zafer Göncüler,46''','Osman Arpacıoğlu':'Niyazi Gülseven,46'''}",Fenerbahçe,,,,,,octavos,20016
CHAMPIONS,0,,,"{'W. Van Hanegem':'49''','W. Jansen':'65''','M. Ramljak':'62'''}",,,"{'W. Kreuz':'T. De Jong,46''','Lex Schoenmaker':'John Steen Olsen,67'''}",Feyenoord,,,,,,152916300000,1974-11-05,1974/1975,3,"{'Rexach':'35'',40'',72'''}",,"{'Gallego':'80''','De La Cruz':'35'''}",,,"{'Gallego':'Costas,79''','Albaladejo':'Migueli,88'''}",Barcelona,,,,,,octavos,39475
CHAMPIONS,0,,,"{'Armen Sarkisyan':'60'''}",,,,Ararat,,,,,,163281600000,1975-03-05,1974/1975,2,"{'C. Torstensson':'84''','Uli Hoeneß':'78'''}",,,,,"{'Uli Hoeneß':'Bernd Dürnberger,46''','R. Zobel':'F. Roth,69'''}",Bayern München,,,,,,cuartos,60000
CHAMPIONS,1,"{'Milton Viera':'35'''}",,,,,"{'Thomas Liolios':'Charalambos Stavropoulos,81'''}",Olympiacos Piraeus,,,,,,148766400000,1974-09-18,1974/1975,1,"{'P. Wilson':'80'''}",,"{'Tommy Callaghan':'88'''}",,,"{'Bobby Lennox':'Jim Brogan,65'''}",Celtic,,,,,,1/16 final,36828
CHAMPIONS,1,,,"{'Peter Persidis':'8''','Thanasis Aggelis':'63''','J. Losada':'15''','A. Glezos':'40'''}",,,"{'Thomas Liolios':'V. Siokos,46''','Kostas Davourlis':'Thanasis Aggelis,78'''}",Olympiacos Piraeus,,,,,,151790400000,1974-10-23,1974/1975,5,"{'R. Rensenbrink':'23''','François Van Der Elst':'25''','Ladinsky':'70'''}",,"{'J. Dockx':'20'''}",,,"{'L. Coeck':'J. Verheyen,71''','A. De Nul':'R. Rensenbrink,85'''}",Anderlecht,,,,,,octavos,33726
CHAMPIONS,2,"{'J. Sparwasser':'44''','M. Hoffmann':'1'''}",,"{'W. Seguin':'25'''}",,,"{'Hans-Jürgen Hermann':'J. Pommerenke,59'''}",Magdeburg,,,,,,151790400000,1974-10-23,1974/1975,3,"{'Gerd Müller':'63'''}",,"{'K. Wunder':'68'''}",,,"{'Erwin Hadewicz':'C. Torstensson,46''','K. Rummenigge':'R. Zobel,69'''}",Bayern München,,,,,,octavos,63349
CHAMPIONS,1,"{'Bo Augustsson':'6'''}",,,,,"{'Jörgen Nilsson':'Veine Wallinder,82'''}",Åtvidabergs,,,,,,148748400000,1974-09-18,1974/1975,2,"{'Ion Oblemenco':'14'',50'''}",,"{'Cornel Berneanu':'58'''}",,,"{'Teodor Ţarălungă':'Iulian Bălan,70''','C. Ştefănescu':'Ilie Balaci,83'''}",Universitatea Craiova,,,,,,1/16 final,20000
CHAMPIONS,0,,,,,,"{'Guy Allamano':'Josy Melde,75''','Jean-Pierre Hnatow':'Norbert Reiland,80'''}",Jeunesse d'Esch,,,,,,149974200000,1974-10-02,1974/1975,2,"{'Yılmaz Şen':'69''','Cemil Turan':'31'''}",,,,,"{'A. Çelik':'Selahattin Karasu,60''','Emin İlhan':'Alpaslan Eratlı,67'''}",Fenerbahçe,,,,,,1/16 final,29734
