leagueid,awaygoals,awaygoalsplayer,awayassistplayer,awaycardsyellow,awaycardsred,awaycardsyellowred,awaysubstitution,awayteam,awaypossession,awayshotsontarge,awaycorners,awayfouls,awaygoliesaves,dategame,shortdate,season,homegoal,homegoalsplayer,homeassistplayer,homecardsyellow,homecardsred,homecardsyellowred,homesubstitution,hometeam,homepossession,homeshotsontarget,homecorners,homefouls,homegoliesaves,matchweek,attendance
CHAMPIONS,1,"{'K. Zyryanov':'63'''}","{'Danny':'63'''}","{'B. Alves':'29''','Danny':'35'''}",,"{'B. Alves':'76'''}","{'V. Fayzulin':'R. Shirokov,75''','D. Lazović':'K. Zyryanov,80''','A. Bukharov':'T. Hubocan,89'''}",Zenit,,3,4,12,2,1315946700000,2011-09-13,2011/2012,2,"{'G. Manduca':'72''','Ailton':'75'''}","{'G. Manduca':'75''','Hélio Pinto':'72'''}","{'Nuno Morais':'71''','Marcelo Oliveira':'40''','Paulo Jorge':'71''','S. Jahic':'79'''}",,,"{'S. Jahic':'Marcinho,65''','A. Solomou':'S. Poursaitides,74''','N. Alexandrou':'G. Manduca,89'''}",APOEL,,4,2,18,1,1,21.269
CHAMPIONS,0,,,"{'M. Streller':'60''','Cabral':'73'''}",,,"{'V. Stocker':'F. Frei,61''','P. Degen':'M. Steinhöfer,70''','J. Zoua':'X. Shaqiri,80'''}",Basel,,1,5,10,8,1331671500000,2012-03-13,2011/2012,7,"{'T. Müller':'42''','M. Gómez':'44'',50'',61'',67''','A. Robben':'11'',81'''}","{'F. Ribéry':'50'',61'',67''','H. Badstuber':'44''','B. Schweinsteiger':'81''','A. Robben':'42'''}","{'J. Boateng':'80'''}",,,"{'B. Schweinsteiger':'T. Müller,70''','D. Pranjić':'F. Ribéry,79''','A. Tymoschuk':'A. Robben,82'''}",Bayern München,,15,7,12,1,octavos,66.000
CHAMPIONS,2,"{'B. César':'20''','O. Cardozo':'75'''}","{'N. Gaitán':'20'''}","{'Émerson Conceição':'41''','Artur Moraes':'90'''}",,"{'Émerson Conceição':'86'''}","{'Nolito':'P. Aimar,67''','O. Cardozo':'Rodrigo,70''','Miguel Vítor':'M. Pereira,78'''}",Benfica,,5,4,20,9,1318970700000,2011-10-18,2011/2012,0,,,"{'M. Streller':'35''','A. Frei':'90''','X. Shaqiri':'90''','B. Huggel':'74'''}",,,"{'J. Zoua':'F. Frei,66''','Cabral':'G. Xhaka,80''','S. Chipperfield':'B. Huggel,85'''}",Basel,,9,2,12,3,3,35831
CHAMPIONS,1,"{'Cani':'4'''}","{'G. Rossi':'4'''}","{'G. Rossi':'68''','Catalá':'33''','Mario Gaspar':'90''','Diego López':'90'''}",,,"{'M. Wakaso':'H. Pérez,80''','Mario Gaspar':'Cani,82''','M. Gullón':'J. De Guzmán,88'''}",Villarreal,,4,3,13,6,1318970700000,2011-10-18,2011/2012,2,"{'S. Agüero':'90'''}","{'P. Zabaleta':'90'''}",,,,"{'G. Barry':'A. Johnson,40''','S. Agüero':'N. De Jong,62''','J. Milner':'S. Nasri,80'''}",Man. City,,7,5,8,3,3,43326
CHAMPIONS,1,"{'I. Tričkovski':'61'''}","{'K. Charalambidis':'61'''}","{'Hélio Pinto':'89''','Marcinho':'90'''}",,,"{'K. Charalambidis':'G. Manduca,7''','Marcinho':'S. Jahic,58''','E. Solari':'Ailton,77'''}",APOEL,,3,2,10,7,1317242700000,2011-09-28,2011/2012,1,"{'Jádson':'64'''}",,"{'O. Chyzhov':'37''','R. Raț':'69'''}",,,"{'D. Costa':'Alex Teixeira,65''','Y. Seleznov':'Luiz Adriano,76''','Eduardo':'Jádson,81'''}",Shakhtar Donetsk,,8,9,11,2,2,47.014
CHAMPIONS,0,,,,,,"{'M. Ďuriš':'M. Bakoš,57''','M. Fillo':'V. Pilař,75''','V. Darida':'M. Petržela,86'''}",Viktoria Plzeň,,0,0,12,2,1319057100000,2011-10-19,2011/2012,2,"{'A. Iniesta':'10''','D. Villa':'82'''}","{'L. Messi':'10'''}",,,,"{'S. Keita':'A. Iniesta,85''','I. Cuenca':'D. Villa,88'''}",Barcelona,,5,7,3,0,3,74375
CHAMPIONS,2,"{'Thiago Silva':'90''','A. Pato':'1'''}","{'A. Nocerino':'1''','C. Seedorf':'90'''}","{'A. Nesta':'57''','M. Van Bommel':'19'''}",,,"{'M. Ambrosini':'K-P. Boateng,34''','U. Emanuelson':'A. Cassano,62''','A. Aquilani':'M. Van Bommel,77'''}",Milan,,3,2,11,6,1315946700000,2011-09-13,2011/2012,2,"{'Pedro':'36''','D. Villa':'50'''}","{'S. Busquets':'50''','L. Messi':'36'''}","{'C. Puyol':'90''','D. Villa':'52''','D. Alves':'70'''}",,,"{'C. Fàbregas':'A. Iniesta,39''','C. Puyol':'S. Keita,67''','I. Afellay':'D. Villa,84'''}",Barcelona,,7,11,10,1,1,89861
CHAMPIONS,1,"{'B. César':'40'''}","{'N. Gaitán':'40'''}",,,,"{'Nolito':'J. Saviola,63''','Rodrigo':'N. Gaitán,77''','Ruben Amorin':'B. César,81'''}",Benfica,,7,8,15,2,1317156300000,2011-09-27,2011/2012,0,,,"{'S. Costin':'88''','M. Perendija':'86'''}",,,"{'G. Viglianti':'J. Ibeh,46''','S. Frunză':'L. Bus,65''','B. Punoševac':'M. Pena,69'''}",FC Otelul Galati,,2,1,20,6,2,6824
CHAMPIONS,1,"{'J. Mata':'27'''}",,"{'R. Meireles':'41''','G. Cahill':'56'''}",,,"{'A. Cole':'J. Bosingwa,12''','M. Essien':'R. Meireles,70''','F. Lampard':'F. Malouda,70'''}",Chelsea,,5,4,19,4,1329857100000,2012-02-21,2011/2012,3,"{'E. Cavani':'45''','E. Lavezzi':'39'',65'''}","{'E. Cavani':'39'',65''','G. Inler':'45'''}","{'E. Cavani':'39'''}",,,"{'B. Dzemaili':'E. Lavezzi,74''','G. Pandev':'M. Hamšík,82'''}",Napoli,,7,4,7,4,octavos,52495
CHAMPIONS,0,,,"{'I. Denisov':'68''','A. Anyukov':'5'''}",,,"{'D. Lazović':'V. Bystrov,46''','B. Alves':'A. Anyukov,53''','V. Fayzulin':'K. Zyryanov,70'''}",Zenit,,2,0,12,4,1331066700000,2012-03-06,2011/2012,2,"{'M. Pereira':'45''','N. Oliveira':'90'''}","{'B. César':'90''','A. Witsel':'45'''}","{'Javi García':'15''','N. Oliveira':'90'''}",,,"{'Nolito':'Rodrigo,62''','N. Matic':'N. Gaitán,72''','N. Oliveira':'O. Cardozo,80'''}",Benfica,,5,4,10,2,octavos,48909
CHAMPIONS,0,,,"{'Pedro':'71''','S. Busquets':'76'''}",,,"{'Pedro':'A. Sánchez,66''','Thiago':'C. Fàbregas,78''','I. Cuenca':'Xavi,87'''}",Barcelona,,8,8,9,0,1334781900000,2012-04-18,2011/2012,1,"{'D. Drogba':'45'''}","{'Ramires':'45'''}","{'D. Drogba':'86''','Ramires':'69'''}",,,"{'S. Kalou':'J. Mata,74''','J. Bosingwa':'Ramires,88'''}",Chelsea,,1,1,11,6,semifinales,41.841
CHAMPIONS,1,"{'S. Kalou':'75'''}","{'F. Torres':'75'''}","{'R. Meireles':'18'''}",,,"{'F. Lampard':'R. Meireles,68''','J. Bosingwa':'P. Ferreira,80''','D. Sturridge':'S. Kalou,82'''}",Chelsea,,4,4,17,7,1332881100000,2012-03-27,2011/2012,0,,,"{'Luisão':'67''','B. César':'26''','Javi García':'75'''}",,,"{'Rodrigo':'B. César,69''','N. Matic':'P. Aimar,69''','Nolito':'Javi García,81'''}",Benfica,,7,8,9,2,cuartos,65.000
CHAMPIONS,1,"{'D. Drogba':'48'''}","{'D. Sturridge':'48'''}","{'B. Ivanovic':'55''','R. Meireles':'72'''}",,,"{'F. Malouda':'J. Mata,66''','Alex':'David Luiz,69''','J. Obi Mikel':'R. Meireles,80'''}",Chelsea,,9,0,9,3,1322081100000,2011-11-23,2011/2012,2,"{'M. Friedrich':'90''','E. Derdiyok':'73'''}","{'S. Sam':'73''','G. Castro':'90'''}","{'S. Kießling':'36''','M. Ballack':'44''','M. Kadlec':'40'''}",,,"{'A. Schürrle':'D. Schwaab,57''','E. Derdiyok':'M. Kadlec,71''','B. Oczipka':'S. Kießling,83'''}",B. Leverkusen,,5,10,15,9,5,29285
CHAMPIONS,0,,,"{'M. Hummels':'58'''}",,,"{'I. Perišić':'K. Großkreutz,63''','J. Blaszczykowski':'S. Kagawa,63''','L. Barrios':'R. Lewandowski,73'''}",B. Dortmund,,7,11,7,2,1317242700000,2011-09-28,2011/2012,3,"{'L. Rémy':'62''','A. Ayew':'20'',69'''}","{'L. Rémy':'20'''}","{'J. Morel':'60''','J. Ayew':'79'''}",,"{'J. Ayew':'90'''}","{'J. Ayew':'L. Rémy,72''','M. Amalfitano':'Lucho González,73''','J. Sabo':'A. Ayew,89'''}",Olympique Marseille,,5,4,10,7,2,26.142
CHAMPIONS,1,"{'A. Nocerino':'32'''}","{'Z. Ibrahimovic':'32'''}","{'P. Mexès':'90''','C. Seedorf':'41''','M. López':'90''','Robinho':'77''','A. Nesta':'40''','L. Antonini':'10''','A. Nocerino':'90'''}",,,"{'A. Aquilani':'C. Seedorf,61''','A. Pato':'K-P. Boateng,69''','M. López':'A. Pato,83'''}",Milan,,2,4,17,6,1333485900000,2012-04-03,2011/2012,3,"{'A. Iniesta':'53'''}",,"{'I. Cuenca':'86''','J. Mascherano':'66'''}",,,"{'Thiago':'Xavi,63''','Adriano':'G. Piqué,75''','S. Keita':'C. Fàbregas,78'''}",Barcelona,,9,2,10,1,cuartos,94.629
CHAMPIONS,2,"{'F. Beqiraj':'81''','I. Tomečak':'90'''}","{'M. Badelj':'90''','L. Ibáñez':'81'''}","{'L. Cufrè':'90''','F. Beqiraj':'89'''}",,,"{'J. Leko':'M. Alispahić,46''','A. Ademi':'D. Vida,63''','I. Tomečak':'Sammir,82'''}",Dinamo Zagreb,,3,2,8,6,1321994700000,2011-11-22,2011/2012,6,"{'G. Higuaín':'9''','J. Callejón':'6'',49''','M. Özil':'20''','K. Benzema':'2'',66'''}","{'M. Özil':'2''','K. Benzema':'6''','G. Higuaín':'20'',66''','R. Varane':'49''','L. Diarra':'9'''}",,,,"{'R. Albiol':'M. Özil,46''','E. Granero':'Xabi Alonso,46''','H. Altintop':'Sergio Ramos,46'''}",Real Madrid,,13,7,14,1,5,65415
CHAMPIONS,0,,,"{'G. Colman':'74''','D. Zokora':'42''','A. Glowacki':'22'''}",,,"{'Paweł Brożek':'Alanzinho,46''','M. Sapara':'M. Cech,75''','A. Akgün':'H. Altintop,90'''}",Trabzonspor,,1,9,17,0,1318960800000,2011-10-18,2011/2012,3,"{'S. Doumbia':'29'',86''','A. Cauņa':'76'''}","{'A. Dzagoev':'86''','Vágner Love':'29'',76'''}","{'P. Mamaev':'15'''}",,,"{'A. Cauņa':'Z. Tošić,62''','D. Šemberas':'P. Mamaev,70''','E. Rahimić':'S. Doumbia,87'''}",CSKA Moskva,,4,1,15,1,3,18000
CHAMPIONS,0,,,"{'A. Yurevich':'44'''}",,,"{'M. Gordeychuk':'A. Pavlov,64''','E. Olekhnovich':'D. Likhtarovich,67''','M. Kezman':'R. Bressan,77'''}",BATE Borisov,,0,0,15,5,1323204300000,2011-12-06,2011/2012,4,"{'Pedro':'63'',89''','M. Montoya':'60''','Sergi Roberto':'35'''}","{'I. Cuenca':'60'',63'''}",,,,"{'M. Muniesa':'J. Dos Santos,58''','G. Deulofeu':'Rafinha,70''','M. Riverola':'Sergi Roberto,79'''}",Barcelona,,10,6,5,0,6,37.374
CHAMPIONS,1,"{'J. De Guzmán':'50'''}","{'Joan Oriol':'50'''}","{'Ángel López':'61''','Borja Valero':'20''','M. Rubén':'42'''}",,,"{'M. Wakaso':'J. De Guzmán,62''','M. Senna':'Ángel López,69''','Joselu':'Borja Valero,78'''}",Villarreal,,4,5,11,6,1321994700000,2011-11-22,2011/2012,3,"{'F. Ribéry':'3'',69''','M. Gómez':'23'''}","{'T. Kroos':'3'',69'''}",,,,"{'T. Müller':'M. Gómez,72''','I. Olić':'A. Robben,76''','D. Pranjić':'F. Ribéry,81'''}",Bayern München,,10,5,10,2,5,66000
CHAMPIONS,3,"{'M. Streller':'37''','A. Frei':'14''','F. Frei':'10'''}","{'M. Streller':'14''','A. Frei':'37''','B. Huggel':'10'''}","{'A. Dragović':'62''','Cabral':'72'''}",,,"{'Cabral':'B. Huggel,44''','S. Chipperfield':'A. Frei,74''','J. Zoua':'X. Shaqiri,82'''}",Basel,,3,1,17,2,1321994700000,2011-11-22,2011/2012,2,"{'L. Antal':'81''','G. Giurgiu':'75'''}","{'L. Antal':'75'''}","{'A. Sălăgeanu':'33'''}",,,"{'S. Ilie':'L. Iorga,67''','G. Viglianti':'I. Neag,67''','Gabriel Paraschiv':'G. Viglianti,84'''}",FC Otelul Galati,,4,5,20,0,5,5787
CHAMPIONS,2,"{'Hulk':'79'''}","{'João Moutinho':'79'''}","{'James':'35'''}",,,"{'C. Rodríguez':'Djalma Campos,73''','S. Varela':'James,81''','Souza':'S. Defour,88'''}",Porto,,9,5,16,7,1322081100000,2011-11-23,2011/2012,0,,,"{'V. Kobin':'75''','Jádson':'65''','Eduardo':'50'''}",,,"{'Jádson':'Eduardo,59''','Alex Teixeira':'Willian,69''','D. Costa':'V. Kobin,87'''}",Shakhtar Donetsk,,8,9,17,7,5,42.565
CHAMPIONS,0,,,"{'P. Orbaiz':'74''','O. Mellberg':'52''','A. Papadopoulos':'59'''}",,,"{'Jean Ii Makoun':'L. Fejsa,59''','D. Abdoun':'I. Marcano,67''','M. Pantelić':'A. Ibagaza,80'''}",Olympiacos Piraeus,,2,5,19,2,1320180300000,2011-11-01,2011/2012,1,"{'K. Großkreutz':'7'''}","{'M. Götze':'7'''}","{'I. Perišić':'73'''}",,,"{'S. Kagawa':'M. Götze,66''','J. Blaszczykowski':'I. Perišić,75''','Felipe Santana':'M. Leitner,86'''}",B. Dortmund,,4,2,17,2,4,65.718
CHAMPIONS,2,"{'M. Hamšík':'76''','G. Inler':'65'''}","{'M. Hamšík':'65'''}","{'H. Campagnaro':'90'''}",,,"{'B. Dzemaili':'M. Hamšík,79''','G. Pandev':'E. Cavani,82''','G. Grava':'C. Zúñiga,90'''}",Napoli,,5,14,16,3,1323290700000,2011-12-07,2011/2012,0,,,"{'J. De Guzmán':'4''','Ángel López':'90''','H. Pérez':'38''','C. Zapata':'22'''}",,,"{'Camuñas':'Nilmar,64''','Joselu':'M. Senna,73''','Gonzalo Rodríguez':'C. Zapata,76'''}",Villarreal,,3,5,18,2,6,15.350
CHAMPIONS,2,,,"{'M. Carrick':'55'''}","{'N. Vidic':'66'''}",,"{'J. Evans':'A. Valencia,71''','Phil Jones':'Fabio,76'''}",Man. Utd,,7,1,11,2,1318970700000,2011-10-18,2011/2012,0,,,"{'M. Perendija':'56''','G. Giurgiu':'81''','C. Rapa':'52''','S. Costin':'64''','I. Neag':'62'''}",,"{'M. Perendija':'89'''}","{'M. Pena':'I. Neag,72''','S. Ilie':'S. Frunză,83''','G. Viglianti':'B. Punoševac,87'''}",FC Otelul Galati,,2,2,18,4,3,28047
CHAMPIONS,2,"{'Luiz Adriano':'62''','Y. Seleznov':'78'''}","{'Fernandinho':'78''','V. Shevchuk':'62'''}","{'H. Mkhitaryan':'43''','V. Shevchuk':'82''','Y. Rakitsky':'37'''}",,,"{'Y. Seleznov':'Luiz Adriano,73''','Eduardo':'D. Costa,78''','':'Willian,84'''}",Shakhtar Donetsk,,10,7,18,2,1323204300000,2011-12-06,2011/2012,0,,,"{'N. Alexandrou':'11''','Marcelo Oliveira':'80''','I. Tričkovski':'8''','E. Solari':'72'''}",,,"{'Tijani Belaid':'Marcinho,60''','E. Solari':'G. Manduca,68''','A. Adorno':'K. Charalambidis,77'''}",APOEL,,2,5,12,8,6,22.537
CHAMPIONS,1,"{'O. Celustka':'76'''}",,"{'H. Altintop':'66''','M. Cech':'66''','Alanzinho':'54''','G. Kacar':'29'''}",,,"{'M. Sapara':'Alanzinho,64''','R. Vittek':'P. Henrique,74''','A. Akgün':'H. Altintop,87'''}",Trabzonspor,,2,2,15,6,1316033100000,2011-09-14,2011/2012,0,,,"{'Y. Nagatomo':'21''','M. Zárate':'41'''}",,,"{'D. Milito':'G. Pazzini,55''','Ricky Álvarez':'J. Obi,55''','P. Coutinho':'M. Zárate,77'''}",Inter,,6,9,14,0,1,24444
CHAMPIONS,2,"{'R. Shirokov':'33''','V. Fayzulin':'60'''}","{'A. Bukharov':'33'''}","{'B. Alves':'3''','D. Criscito':'62'''}",,,"{'D. Lazović':'A. Bukharov,74''','S. Semak':'K. Zyryanov,90'''}",Zenit,,10,10,14,4,1319057100000,2011-10-19,2011/2012,2,"{'Luiz Adriano':'45''','Willian':'15'''}","{'R. Raț':'45''','Jádson':'15'''}","{'D. Srna':'62''','O. Chyzhov':'58'''}",,,"{'H. Mkhitaryan':'Jádson,67''','O. Kucher':'O. Chyzhov,73''','Alex Teixeira':'D. Costa,75'''}",Shakhtar Donetsk,,6,5,12,7,3,50.578
CHAMPIONS,2,"{'G. Manduca':'67'''}","{'Ailton':'67'''}","{'S. Poursaitides':'75'''}",,,"{'A. Adorno':'G. Manduca,68''','E. Solari':'Ailton,70''','M. Satsias':'Hélio Pinto,78'''}",APOEL,,3,3,12,3,1333572300000,2012-04-04,2011/2012,5,"{'J. Callejón':'80''','Kaká':'37''','C. Ronaldo':'26'',75''','Á. Di María':'84'''}","{'Kaká':'84''','Marcelo':'26'',37''','Á. Di María':'80'''}",,,,"{'J. Callejón':'Marcelo,46''','Á. Di María':'G. Higuaín,55''','R. Albiol':'E. Granero,65'''}",Real Madrid,,9,6,9,1,cuartos,54.627
CHAMPIONS,2,"{'Rafinha':'76''','T. Kroos':'7'''}","{'F. Ribéry':'7''','T. Kroos':'76'''}","{'A. Tymoschuk':'53''','B. Schweinsteiger':'78'''}",,,"{'Rafinha':'D. Van Buyten,22''','N. Petersen':'M. Gómez,46''','Luiz Gustavo':'T. Kroos,80'''}",Bayern München,,9,4,23,2,1316033100000,2011-09-14,2011/2012,0,,,"{'C. Marchena':'56'''}",,,"{'Cani':'M. Senna,46''','M. Rubén':'Nilmar,58''','Camuñas':'J. De Guzmán,72'''}",Villarreal,,2,2,15,6,1,19168
CHAMPIONS,0,,,"{'Vágner Love':'59''','S. Doumbia':'40''','P. Mamaev':'26'''}",,"{'S. Doumbia':'73'''}","{'K. Nababkin':'G. Schennikov,46''','A. Cauņa':'Z. Tošić,70''','D. Šemberas':'P. Mamaev,79'''}",CSKA Moskva,,6,4,14,3,1320266700000,2011-11-02,2011/2012,0,,,"{'A. Mierzejewski':'58''','D. Zokora':'56'''}",,,"{'P. Henrique':'H. Altintop,61''','Alanzinho':'S. Balci,61''','A. Akgün':'A. Mierzejewski,81'''}",Trabzonspor,,5,6,12,6,4,19516
CHAMPIONS,1,"{'M. Bakoš':'42'''}","{'M. Petržela':'42'''}","{'M. Bakoš':'72''','D. Bystron':'35'''}",,,"{'M. Ďuriš':'M. Bakoš,80''','M. Fillo':'M. Petržela,83''','R. Řezník':'V. Pilař,90'''}",Viktoria Plzeň,,8,11,12,7,1322074800000,2011-11-23,2011/2012,0,,,"{'A. Pavlov':'62'''}",,,"{'M. Gordeychuk':'A. Pavlov,69''','F. Rudik':'A. Kontsevoi,75''','M. Kezman':'M. Skavysh,77'''}",BATE Borisov,,5,7,12,7,5,26.520
